,Номер животного,Ушная бирка животного,Пол,Номер лактации,Результат отела,Легкость отела,Дата рождения,Дней в сухостое предыдущей лактации,Дней стельности при событии,Номер группы животного,Предыдущий номер группы животного,Событие,Дни доения при событии,Дата события,Примечание события
2730,906149,906149,F,2,MA,1,6/21/2019,60,0,4,3,ОСЕМЕН,60,7/29/2022,1H15689
2731,906151,906151,F,2,FD,1,6/22/2019,58,68,10,7,СТЕЛН,93,7/25/2022,31 ДНИ
2732,906152,906152,F,2,MA,1,6/22/2019,57,0,10,10,ОСЕМЕН,62,7/28/2022,1H15879
2733,906152,906152,F,2,MA,1,6/22/2019,57,0,10,10,НА_СХЕМУ,63,7/29/2022,13
2734,906155,906155,F,2,FA,1,6/23/2019,53,49,10,4,ОСЕМЕН,116,7/8/2022,1H15184
2735,906155,906155,F,2,FA,1,6/23/2019,53,49,10,4,НА_СХЕМУ,116,7/8/2022,9
2736,906158,906158,F,2,FA,1,6/24/2019,73,32,4,3,ОСЕМЕН,96,7/1/2022,1H15184
2737,906158,906158,F,2,FA,1,6/24/2019,73,32,4,3,НА_СХЕМУ,96,7/1/2022,9
2738,906160,906160,F,2,FD,3,6/24/2019,48,0,10,12,ПЕРЕВОД,54,7/11/2022,F010T012
2739,906160,906160,F,2,FD,3,6/24/2019,48,0,12,12,ЗДОРОВА,55,7/12/2022,ХРОМОТА
2740,906160,906160,F,2,FD,3,6/24/2019,48,0,1,12,БОЛЕЗНЬ,55,7/12/2022,АБС1
2741,906160,906160,F,2,FD,3,6/24/2019,48,0,1,12,ОСЕМЕН,65,7/22/2022,7H14578
2742,906160,906160,F,2,FD,3,6/24/2019,48,0,1,12,НА_СХЕМУ,65,7/22/2022,13
2743,906160,906160,F,2,FD,3,6/24/2019,48,0,1,12,БОЛЕЗНЬ,74,7/31/2022,ТУГОДОЙ
2744,906174,906174,F,2,FA,1,6/26/2019,57,103,10,6,ПЕРЕВОД,120,7/16/2022,F010T006
2745,906175,906175,F,1,FA,1,6/26/2019,0,271,17,17,СУХ2,482,7/13/2022,-
2746,906175,906175,F,1,FA,1,6/26/2019,0,271,17,17,ВАКЦИН,482,7/13/2022,СКОУ
2747,906180,906180,F,2,MAMA,1,6/27/2019,74,0,10,10,НА_СХЕМУ,69,7/2/2022,58
2748,906180,906180,F,2,MAMA,1,6/27/2019,74,0,10,10,ЯЛОВАЯ,92,7/25/2022,ЛК
2749,906180,906180,F,2,MAMA,1,6/27/2019,74,0,10,10,НА_СХЕМУ,93,7/26/2022,2
2750,906180,906180,F,2,MAMA,1,6/27/2019,74,0,10,10,НА_СХЕМУ,96,7/29/2022,9
2751,906180,906180,F,2,MAMA,1,6/27/2019,74,0,10,10,ОСЕМЕН,96,7/29/2022,1H15689
2752,906181,906181,F,2,FA,1,6/27/2019,63,75,10,10,СТЕЛН,96,7/18/2022,31 ДНИ
2753,906183,906183,F,2,FA,1,6/27/2019,63,81,4,6,СТЕЛН,137,7/4/2022,32 ДНИ
2754,906183,906183,F,2,FA,1,6/27/2019,63,87,4,6,РАСЧКОП,143,7/10/2022,КАН
2755,906184,906184,F,2,MA,1,6/27/2019,60,0,10,10,ОСЕМЕН,60,7/15/2022,1H15184
2756,906184,906184,F,2,MA,1,6/27/2019,60,0,10,10,НА_СХЕМУ,60,7/15/2022,13
2757,906189,906189,F,2,FD,1,6/28/2019,61,0,4,4,НА_СХЕМУ,123,7/2/2022,47
2758,906189,906189,F,2,FD,1,6/28/2019,61,0,4,4,ЯЛОВАЯ,146,7/25/2022,ЛК
2759,906189,906189,F,2,FD,1,6/28/2019,61,0,4,4,НА_СХЕМУ,147,7/26/2022,2
2760,906189,906189,F,2,FD,1,6/28/2019,61,0,4,4,РАСЧКОП,149,7/28/2022,РДК
2761,906189,906189,F,2,FD,1,6/28/2019,61,0,4,4,ОСЕМЕН,150,7/29/2022,1H15689
2762,906189,906189,F,2,FD,1,6/28/2019,61,0,4,4,НА_СХЕМУ,150,7/29/2022,9
2763,906190,906190,F,2,MA,1,6/28/2019,63,0,10,10,ОСЕМЕН,65,7/29/2022,7H14578
2764,906190,906190,F,2,MA,1,6/28/2019,63,0,10,10,НА_СХЕМУ,65,7/29/2022,13
2765,906191,906191,F,2,FA,1,6/28/2019,72,0,10,10,ЯЛОВАЯ,128,7/18/2022,БЕЗ ЖТ
2766,906191,906191,F,2,FA,1,6/28/2019,72,0,10,10,НА_СХЕМУ,129,7/19/2022,15
2767,906191,906191,F,2,FA,1,6/28/2019,72,0,10,10,ОСЕМЕН,139,7/29/2022,1H15689
2768,906191,906191,F,2,FA,1,6/28/2019,72,0,10,10,НА_СХЕМУ,139,7/29/2022,9
2769,906192,906192,F,2,FA,1,6/28/2019,56,138,4,6,СТЕЛН,158,7/18/2022,94 ДНИ
2770,906193,906193,F,2,MA,1,6/28/2019,66,0,44,10,ПРОФОТ,0,7/10/2022,ПРОФ2
2771,906193,906193,F,2,MA,1,6/28/2019,66,0,45,10,ОТЕЛ,0,7/10/2022,-
2772,906193,906193,F,2,MA,1,6/28/2019,66,0,44,10,ПЕРЕВОД,1,7/11/2022,F044T021
2773,906193,906193,F,2,MA,1,6/28/2019,66,0,21,10,КЕТОЗ,4,7/14/2022,КЕТОЗ1
2774,906193,906193,F,2,MA,1,6/28/2019,66,0,21,10,ПЕРЕВОД,5,7/15/2022,F021T002
2775,906193,906193,F,2,MA,1,6/28/2019,66,0,2,10,РАСЧКОП,7,7/17/2022,КАН
2776,906193,906193,F,2,MA,1,6/28/2019,66,0,2,10,МЕТРИТ,17,7/27/2022,Э3
2777,906193,906193,F,2,MA,1,6/28/2019,66,0,2,10,ЗДОРОВА,20,7/30/2022,ГИНЕКОЛ
2778,906194,906194,F,1,MA,1,6/28/2019,0,273,17,17,ВАКЦИН,403,7/5/2022,СКОУ
2779,906194,906194,F,1,MA,1,6/28/2019,0,273,17,17,СУХ2,403,7/5/2022,-
2780,906196,906196,F,2,FA,1,6/29/2019,58,50,10,5,НА_СХЕМУ,62,7/1/2022,13
2781,906196,906196,F,2,FA,1,6/29/2019,58,62,10,5,ПЕРЕВОД,81,7/20/2022,F010T005
2782,906199,-,F,1,MA,1,6/30/2019,0,269,17,17,СУХ2,418,7/5/2022,-
2783,906199,-,F,1,MA,1,6/30/2019,0,269,17,17,ВАКЦИН,418,7/5/2022,СКОУ
2784,906199,906199,F,2,FA,1,6/30/2019,53,0,18,4,ОТЕЛ,0,7/25/2022,-
2785,906199,906199,F,2,FA,1,6/30/2019,53,0,21,4,ПРОФОТ,0,7/25/2022,ПРОФ2
2786,906199,906199,F,2,FA,1,6/30/2019,53,0,44,4,ПЕРЕВОД,1,7/26/2022,F044T021
2787,906199,906199,F,2,FA,1,6/30/2019,53,0,21,4,ПЕРЕВОД,5,7/30/2022,F021T002
2788,906200,906200,F,2,MA,1,6/30/2019,60,33,4,4,ОСЕМЕН,60,7/29/2022,7H14578
2789,906200,906200,F,2,MA,1,6/30/2019,60,33,4,4,НА_СХЕМУ,60,7/29/2022,13
2790,906202,906202,F,2,MA,1,6/30/2019,57,138,4,42,СТЕЛН,157,7/18/2022,94 ДНИ
2791,906203,906203,F,2,FD,1,6/30/2019,62,0,10,10,ЯЛОВАЯ,96,7/11/2022,ЖТ
2792,906203,906203,F,2,FD,1,6/30/2019,62,0,10,10,НА_СХЕМУ,97,7/12/2022,2
2793,906203,906203,F,2,FD,1,6/30/2019,62,0,10,10,НА_СХЕМУ,100,7/15/2022,9
2794,906203,906203,F,2,FD,1,6/30/2019,62,0,10,10,ОСЕМЕН,100,7/15/2022,1H15184
2795,907002,907002,F,1,MD,1,7/1/2019,0,258,6,17,РАСЧКОП,394,7/16/2022,КАН
2796,907002,907002,F,1,MD,1,7/1/2019,0,258,6,17,ПЕРЕВОД,394,7/16/2022,F006T007
2797,907002,907002,F,1,MD,1,7/1/2019,0,258,7,17,СТЕЛН,396,7/18/2022,214 ДНИ
2798,907002,907002,F,1,MD,1,7/1/2019,0,258,7,17,СУХОСТ,399,7/21/2022,CEBA
2799,907008,907008,F,2,MA,1,7/2/2019,60,0,5,3,НА_СХЕМУ,60,7/15/2022,13
2800,907008,907008,F,2,MA,1,7/2/2019,60,0,5,3,ОСЕМЕН,60,7/15/2022,7H14578
2801,907009,907009,F,2,FA,1,7/2/2019,57,0,3,3,ЗДОРОВА,42,7/8/2022,МАСТИТ
2802,907009,907009,F,2,FA,1,7/2/2019,57,33,4,3,НА_СХЕМУ,63,7/29/2022,13
2803,907009,907009,F,2,FA,1,7/2/2019,57,33,4,3,ОСЕМЕН,63,7/29/2022,7H14578
2804,907017,907017,F,2,FA,1,7/3/2019,59,118,4,4,РАСЧКОП,130,7/14/2022,КАН
2805,907018,907018,F,2,FA,1,7/3/2019,51,41,10,10,ЯЛОВАЯ,128,7/18/2022,ЛК
2806,907018,907018,F,2,FA,1,7/3/2019,51,41,10,10,НА_СХЕМУ,129,7/19/2022,2
2807,907018,907018,F,2,FA,1,7/3/2019,51,41,10,10,ОСЕМЕН,131,7/21/2022,1H15184
2808,907018,907018,F,2,FA,1,7/3/2019,51,41,10,10,РАСЧКОП,131,7/21/2022,КАН
2809,907018,907018,F,2,FA,1,7/3/2019,51,41,10,10,НА_СХЕМУ,132,7/22/2022,9
2810,907019,907019,F,2,FA,1,7/3/2019,61,75,4,6,СТЕЛН,132,7/18/2022,31 ДНИ
2811,907019,907019,F,2,FA,1,7/3/2019,61,75,4,6,РАСЧКОП,135,7/21/2022,КАН
2812,907021,907021,F,2,FA,1,7/3/2019,59,0,2,10,ЗДОРОВА,23,7/4/2022,ГИНЕКОЛ
2813,907021,907021,F,2,FA,1,7/3/2019,59,0,2,10,НА_СХЕМУ,23,7/4/2022,11
2814,907021,907021,F,2,FA,1,7/3/2019,59,0,23,10,ПЕРЕВОД,25,7/6/2022,F023T010
2815,907027,907027,F,2,FA,1,7/4/2019,63,49,4,4,ОСЕМЕН,86,7/8/2022,1H15184
2816,907027,907027,F,2,FA,1,7/4/2019,63,49,4,4,НА_СХЕМУ,86,7/8/2022,9
2817,907031,907031,F,2,FA,1,7/4/2019,69,0,10,10,ЯЛОВАЯ,90,7/18/2022,ЖТ
2818,907031,907031,F,2,FA,1,7/4/2019,69,0,10,10,НА_СХЕМУ,91,7/19/2022,2
2819,907031,907031,F,2,FA,1,7/4/2019,69,0,10,10,НА_СХЕМУ,94,7/22/2022,9
2820,907031,907031,F,2,FA,1,7/4/2019,69,0,10,10,ОСЕМЕН,94,7/22/2022,1H15184
2821,907032,907032,F,2,MA,3,7/5/2019,53,68,10,10,СТЕЛН,91,7/25/2022,31 ДНИ
2822,907034,907034,F,1,FA,1,7/5/2019,0,236,17,17,БОЛЕЗНЬ,437,7/5/2022,ТОЩ2
2823,907034,907034,F,1,FA,1,7/5/2019,0,236,17,17,ПЕРЕВОД,437,7/5/2022,F017T045
2824,907034,907034,F,1,FA,1,7/5/2019,0,236,45,17,ПРОДАНА,438,7/6/2022,ПРОДАНА ; Агалактия ; УВЗ9
2825,907037,907037,F,1,FA,1,7/6/2019,0,257,6,17,ПЕРЕВОД,427,7/16/2022,F006T007
2826,907037,907037,F,1,FA,1,7/6/2019,0,257,6,17,РАСЧКОП,427,7/16/2022,КАН
2827,907037,907037,F,1,FA,1,7/6/2019,0,257,7,17,СТЕЛН,429,7/18/2022,213 ДНИ
2828,907037,907037,F,1,FA,1,7/6/2019,0,257,7,17,СУХОСТ,432,7/21/2022,CEBA
2829,907040,907040,F,2,FA,1,7/6/2019,57,80,10,6,СТЕЛН,129,7/4/2022,31 ДНИ
2830,907040,907040,F,2,FA,1,7/6/2019,57,86,10,6,РАСЧКОП,135,7/10/2022,КАН
2831,907040,907040,F,2,FA,1,7/6/2019,57,87,10,6,ПЕРЕВОД,136,7/11/2022,F010T004
2832,907042,907042,F,2,FA,1,7/7/2019,57,0,4,12,НА_СХЕМУ,63,7/8/2022,13
2833,907042,907042,F,2,FA,1,7/7/2019,57,0,4,12,ОСЕМЕН,63,7/8/2022,1H15184
2834,907045,907045,F,1,FA,1,7/7/2019,0,272,17,17,СУХ2,391,7/13/2022,-
2835,907045,907045,F,1,FA,1,7/7/2019,0,272,17,17,ВАКЦИН,391,7/13/2022,СКОУ
2836,907046,907046,F,2,FA,1,7/7/2019,58,0,5,1,БОЛЕЗНЬ,64,7/7/2022,АБС1
2837,907046,907046,F,2,FA,1,7/7/2019,58,0,5,1,ПЕРЕВОД,65,7/8/2022,F005T001
2838,907046,907046,F,2,FA,1,7/7/2019,58,0,1,1,БОЛЕЗНЬ,75,7/18/2022,АБС1
2839,907046,907046,F,2,FA,1,7/7/2019,58,0,1,1,БОЛЕЗНЬ,75,7/18/2022,СУСТАВ
2840,907046,907046,F,2,FA,1,7/7/2019,58,0,1,1,БОЛЕЗНЬ,80,7/23/2022,ТОЩ
2841,907046,907046,F,2,FA,1,7/7/2019,58,0,1,1,БОЛЕЗНЬ,88,7/31/2022,АБС1
2842,907048,907048,F,2,MA,1,7/8/2019,64,80,10,7,СТЕЛН,94,7/4/2022,31 ДНИ
2843,907049,907049,F,2,MA,1,7/8/2019,69,80,10,10,СТЕЛН,96,7/11/2022,31 ДНИ
2844,907052,907052,F,2,FA,1,7/8/2019,62,49,10,10,НА_СХЕМУ,107,7/8/2022,9
2845,907052,907052,F,2,FA,1,7/8/2019,62,49,10,10,ОСЕМЕН,107,7/8/2022,1H15184
2846,907054,907054,F,2,MA,1,7/8/2019,72,90,10,10,ПЕРЕВОД,103,7/7/2022,F010T009
2847,907054,907054,F,2,MA,1,7/8/2019,72,96,9,10,РАСЧКОП,120,7/24/2022,КАН
2848,907056,907056,F,2,FA,1,7/8/2019,53,131,4,3,СТЕЛН,154,7/25/2022,94 ДНИ
2849,907059,907059,F,2,MA,1,7/9/2019,61,0,10,5,ЯЛОВАЯ,91,7/11/2022,ЛК
2850,907059,907059,F,2,MA,1,7/9/2019,61,0,10,5,НА_СХЕМУ,92,7/12/2022,2
2851,907059,907059,F,2,MA,1,7/9/2019,61,0,10,5,ОСЕМЕН,95,7/15/2022,1H15184
2852,907059,907059,F,2,MA,1,7/9/2019,61,0,10,5,НА_СХЕМУ,95,7/15/2022,9
2853,907059,907059,F,2,MA,1,7/9/2019,61,0,10,5,ПЕРЕВОД,100,7/20/2022,F010T005
2854,907060,907060,F,2,FA,1,7/9/2019,55,0,4,4,ЯЛОВАЯ,117,7/4/2022,ЛК
2855,907060,907060,F,2,FA,1,7/9/2019,55,0,4,4,НА_СХЕМУ,118,7/5/2022,2
2856,907060,907060,F,2,FA,1,7/9/2019,55,0,4,4,НА_СХЕМУ,121,7/8/2022,9
2857,907060,907060,F,2,FA,1,7/9/2019,55,0,4,4,ОСЕМЕН,121,7/8/2022,1H15184
2858,907061,907061,F,2,FA,1,7/9/2019,56,0,18,10,ОТЕЛ,0,7/7/2022,-
2859,907061,907061,F,2,FA,1,7/9/2019,56,0,44,10,ПРОФОТ,0,7/7/2022,ПРОФ2
2860,907061,907061,F,2,FA,1,7/9/2019,56,0,44,10,ПЕРЕВОД,1,7/8/2022,F044T021
2861,907061,907061,F,2,FA,1,7/9/2019,56,0,2,10,МЕТРИТ,17,7/24/2022,Э3
2862,907061,907061,F,2,FA,1,7/9/2019,56,0,21,10,ПЕРЕВОД,18,7/25/2022,F021T002
2863,907061,907061,F,2,FA,1,7/9/2019,56,0,2,10,РАСЧКОП,19,7/26/2022,РДК
2864,907061,907061,F,2,FA,1,7/9/2019,56,0,2,10,ЗДОРОВА,23,7/30/2022,ГИНЕКОЛ
2865,907064,907064,F,2,MA,1,7/10/2019,61,0,2,10,ЗДОРОВА,21,7/4/2022,ГИНЕКОЛ
2866,907064,907064,F,2,MA,1,7/10/2019,61,0,2,10,НА_СХЕМУ,21,7/4/2022,11
2867,907064,907064,F,2,MA,1,7/10/2019,61,0,23,10,ПЕРЕВОД,23,7/6/2022,F023T010
2868,907069,907069,F,2,MA,1,7/10/2019,61,33,4,4,ОСЕМЕН,59,7/29/2022,7H14578
2869,907069,907069,F,2,MA,1,7/10/2019,61,33,4,4,НА_СХЕМУ,59,7/29/2022,13
2870,907070,907070,F,2,MD,1,7/10/2019,23,0,44,17,ПРОДАНА,19,7/14/2022,ПРОДАНА ; Причина 12 ; УВЗ12
2871,907071,907071,F,2,FA,1,7/10/2019,53,0,4,4,НА_СХЕМУ,60,7/1/2022,13
2872,907071,907071,F,2,FA,1,7/10/2019,53,0,4,4,ОСЕМЕН,60,7/1/2022,1H15689
2873,907072,907072,F,2,FA,1,7/10/2019,61,0,2,10,ЗДОРОВА,27,7/4/2022,ГИНЕКОЛ
2874,907072,907072,F,2,FA,1,7/10/2019,61,0,23,10,ПЕРЕВОД,29,7/6/2022,F023T010
2875,907073,907073,F,2,FA,1,7/10/2019,58,47,4,4,ОСЕМЕН,62,7/15/2022,1H15132
2876,907073,907073,F,2,FA,1,7/10/2019,58,47,4,4,НА_СХЕМУ,62,7/15/2022,13
2877,907075,907075,F,2,FA,1,7/11/2019,60,0,4,4,ОСЕМЕН,60,7/29/2022,7H14578
2878,907075,907075,F,2,FA,1,7/11/2019,60,0,4,4,НА_СХЕМУ,60,7/29/2022,13
2879,907076,907076,F,2,FA,1,7/11/2019,54,0,44,10,ПРОФОТ,0,7/12/2022,ПРОФ2
2880,907076,907076,F,2,FA,1,7/11/2019,54,0,18,10,ОТЕЛ,0,7/12/2022,-
2881,907076,907076,F,2,FA,1,7/11/2019,54,0,44,10,ПЕРЕВОД,2,7/14/2022,F044T021
2882,907076,907076,F,2,FA,1,7/11/2019,54,0,21,10,ПЕРЕВОД,7,7/19/2022,F021T002
2883,907076,907076,F,2,FA,1,7/11/2019,54,0,2,10,РАСЧКОП,10,7/22/2022,КАН
2884,907077,907077,F,2,MA,1,7/11/2019,63,0,2,10,ЗДОРОВА,19,7/4/2022,ГИНЕКОЛ
2885,907077,907077,F,2,MA,1,7/11/2019,63,0,23,10,НА_СХЕМУ,26,7/11/2022,11
2886,907077,907077,F,2,MA,1,7/11/2019,63,0,23,10,ПЕРЕВОД,35,7/20/2022,F023T010
2887,907080,907080,F,2,FA,1,7/12/2019,57,0,10,5,ПЕРЕВОД,93,7/9/2022,F010T003
2888,907080,907080,F,2,FA,1,7/12/2019,57,0,3,5,МАСТИТ,93,7/9/2022,"КМ1_1,4"
2889,907080,907080,F,2,FA,1,7/12/2019,57,0,3,5,БОЛЕЗНЬ,93,7/9/2022,РИН2
2890,907080,907080,F,2,FA,1,7/12/2019,57,0,3,5,ЯЛОВАЯ,95,7/11/2022,ЖТ
2891,907080,907080,F,2,FA,1,7/12/2019,57,0,3,5,НА_СХЕМУ,96,7/12/2022,2
2892,907080,907080,F,2,FA,1,7/12/2019,57,0,3,5,ОСЕМЕН,99,7/15/2022,7H14578
2893,907080,907080,F,2,FA,1,7/12/2019,57,0,3,5,НА_СХЕМУ,99,7/15/2022,9
2894,907080,907080,F,2,FA,1,7/12/2019,57,0,3,5,ЗДОРОВА,111,7/27/2022,МАСТИТ
2895,907080,907080,F,2,FA,1,7/12/2019,57,0,4,5,ПЕРЕВОД,112,7/28/2022,F004T005
2896,907081,907081,F,2,FA,1,7/12/2019,67,76,10,7,СТЕЛН,126,7/18/2022,32 ДНИ
2897,907081,907081,F,2,FA,1,7/12/2019,67,76,10,7,РАСЧКОП,129,7/21/2022,КАН
2898,907085,907085,F,2,FA,1,7/12/2019,77,0,10,10,ЯЛОВАЯ,95,7/4/2022,ЖТ
2899,907085,907085,F,2,FA,1,7/12/2019,77,0,10,10,НА_СХЕМУ,96,7/5/2022,2
2900,907085,907085,F,2,FA,1,7/12/2019,77,0,10,10,ОСЕМЕН,99,7/8/2022,1H15184
2901,907085,907085,F,2,FA,1,7/12/2019,77,0,10,10,НА_СХЕМУ,99,7/8/2022,9
2902,907089,907089,F,2,MA,1,7/13/2019,59,68,4,6,СТЕЛН,92,7/25/2022,31 ДНИ
2903,907093,907093,F,2,FAFA,1,7/13/2019,52,150,5,3,РАСЧКОП,163,7/4/2022,КАН
2904,907093,907093,F,2,FAFA,1,7/13/2019,52,159,3,3,МАСТИТ,175,7/16/2022,КМ1_1
2905,907093,907093,F,2,FAFA,1,7/13/2019,52,159,5,3,ПЕРЕВОД,175,7/16/2022,F005T003
2906,907093,907093,F,2,FAFA,1,7/13/2019,52,159,3,3,ЗДОРОВА,189,7/30/2022,МАСТИТ
2907,907094,907094,F,2,MA,1,7/13/2019,69,0,10,4,ЯЛОВАЯ,96,7/18/2022,ЖТ
2908,907094,907094,F,2,MA,1,7/13/2019,69,0,10,4,НА_СХЕМУ,97,7/19/2022,2
2909,907094,907094,F,2,MA,1,7/13/2019,69,0,10,4,ОСЕМЕН,100,7/22/2022,1H15184
2910,907094,907094,F,2,MA,1,7/13/2019,69,0,10,4,НА_СХЕМУ,100,7/22/2022,9
2911,907095,907095,F,2,FA,1,7/13/2019,52,0,10,10,ЯЛОВАЯ,92,7/18/2022,ЖТ
2912,907095,907095,F,2,FA,1,7/13/2019,52,0,10,10,НА_СХЕМУ,93,7/19/2022,2
2913,907095,907095,F,2,FA,1,7/13/2019,52,0,10,10,ОСЕМЕН,96,7/22/2022,1H15184
2914,907095,907095,F,2,FA,1,7/13/2019,52,0,10,10,НА_СХЕМУ,96,7/22/2022,9
2915,907099,907099,F,1,FA,1,7/14/2019,0,285,17,17,ВАКЦИН,424,7/5/2022,СКОУ
2916,907099,907099,F,1,FA,1,7/14/2019,0,285,17,17,СУХ2,424,7/5/2022,-
2917,907100,907100,F,2,FA,2,7/14/2019,59,103,9,2,РАСЧКОП,126,7/24/2022,КАН
2918,907101,907101,F,2,MA,1,7/14/2019,65,0,10,10,ОСЕМЕН,62,7/15/2022,1H15184
2919,907101,907101,F,2,MA,1,7/14/2019,65,0,10,10,НА_СХЕМУ,62,7/15/2022,13
2920,907106,907106,F,2,MA,1,7/16/2019,65,47,4,3,ОСЕМЕН,62,7/15/2022,1H15132
2921,907106,907106,F,2,MA,1,7/16/2019,65,47,4,3,НА_СХЕМУ,62,7/15/2022,13
2922,907106,907106,F,2,MA,1,7/16/2019,65,47,3,3,МАСТИТ,73,7/26/2022,ТМ2_4
2923,907106,907106,F,2,MA,1,7/16/2019,65,47,4,3,ПЕРЕВОД,73,7/26/2022,F004T003
2924,907108,907108,F,2,FA,1,7/16/2019,57,75,10,7,ПЕРЕВОД,90,7/6/2022,F010T007
2925,907108,907108,F,2,FA,1,7/16/2019,57,80,7,7,СТЕЛН,95,7/11/2022,31 ДНИ
2926,907109,-,F,1,FA,1,7/16/2019,0,273,17,17,ВАКЦИН,456,7/5/2022,СКОУ
2927,907109,-,F,1,FA,1,7/16/2019,0,273,17,17,СУХ2,456,7/5/2022,-
2928,907109,907109,F,2,FA,1,7/16/2019,57,0,44,4,МЕТРИТ,0,7/29/2022,Э1
2929,907109,907109,F,2,FA,1,7/16/2019,57,0,18,4,ОТЕЛ,0,7/29/2022,-
2930,907109,907109,F,2,FA,1,7/16/2019,57,0,44,4,ПЕРЕВОД,1,7/30/2022,F044T021
2931,907113,907113,F,1,FA,1,7/17/2019,0,275,17,17,СУХ2,456,7/13/2022,-
2932,907113,907113,F,1,FA,1,7/17/2019,0,275,17,17,ВАКЦИН,456,7/13/2022,СКОУ
2933,907123,907123,F,2,MA,1,7/19/2019,58,80,4,10,СТЕЛН,128,7/11/2022,31 ДНИ
2934,907123,907123,F,2,MA,1,7/19/2019,58,82,4,10,РАСЧКОП,131,7/14/2022,КАН
2935,907125,907125,F,2,FA,1,7/19/2019,54,0,21,4,КЕТОЗ,4,7/2/2022,КЕТОЗ1
2936,907125,907125,F,2,FA,1,7/19/2019,54,0,21,4,ПЕРЕВОД,8,7/6/2022,F021T002
2937,907125,907125,F,2,FA,1,7/19/2019,54,0,2,4,РАСЧКОП,10,7/8/2022,КАН
2938,907125,907125,F,2,FA,1,7/19/2019,54,0,2,10,МЕТРИТ,17,7/15/2022,Э3
2939,907125,907125,F,2,FA,1,7/19/2019,54,0,2,10,НА_СХЕМУ,20,7/18/2022,11
2940,907125,907125,F,2,FA,1,7/19/2019,54,0,2,10,ЗДОРОВА,21,7/19/2022,ГИНЕКОЛ
2941,907125,907125,F,2,FA,1,7/19/2019,54,0,23,10,ПЕРЕВОД,21,7/19/2022,F023T004
2942,907131,907131,F,2,MA,1,7/20/2019,62,0,18,10,ОТЕЛ,0,7/6/2022,-
2943,907131,907131,F,2,MA,1,7/20/2019,62,0,44,10,МЕТРИТ,0,7/6/2022,Э1
2944,907131,907131,F,2,MA,1,7/20/2019,62,0,44,10,ПЕРЕВОД,1,7/7/2022,F044T021
2945,907131,907131,F,2,MA,1,7/20/2019,62,0,21,10,ПЕРЕВОД,6,7/12/2022,F021T002
2946,907131,907131,F,2,MA,1,7/20/2019,62,0,2,10,РАСЧКОП,9,7/15/2022,КАН
2947,907131,907131,F,2,MA,1,7/20/2019,62,0,2,10,МЕТРИТ,17,7/23/2022,Э3
2948,907131,907131,F,2,MA,1,7/20/2019,62,0,2,10,ЗДОРОВА,24,7/30/2022,ГИНЕКОЛ
2949,907134,907134,F,2,MA,1,7/20/2019,59,49,4,5,ОСЕМЕН,59,7/13/2022,1H15132
2950,907134,907134,F,2,MA,1,7/20/2019,59,49,4,5,НА_СХЕМУ,61,7/15/2022,13
2951,907134,907134,F,2,MA,1,7/20/2019,59,49,4,5,ПЕРЕВОД,63,7/17/2022,F004T006
2952,907135,907135,F,1,FA,1,7/20/2019,0,279,17,17,ВАКЦИН,438,7/26/2022,СКОУ
2953,907135,907135,F,1,FA,1,7/20/2019,0,279,17,17,СУХ2,438,7/26/2022,-
2954,907144,-,F,2,MA,1,7/22/2019,60,0,18,21,ОТЕЛ,0,7/11/2022,-
2955,907144,-,F,2,MA,1,7/22/2019,60,0,44,21,ПРОФОТ,0,7/11/2022,ПРОФ2
2956,907144,-,F,2,MA,1,7/22/2019,60,0,44,21,ПЕРЕВОД,1,7/12/2022,F044T021
2957,907144,-,F,2,MA,1,7/22/2019,60,0,21,21,ПРОДАНА,2,7/13/2022,ПРОДАНА ; Травмы ; УВЗ5
2958,907146,907146,F,2,FA,1,7/22/2019,66,0,2,3,МЕТРИТ,17,7/5/2022,Э3
2959,907146,907146,F,2,FA,1,7/22/2019,66,0,2,3,ЗДОРОВА,19,7/7/2022,ХРОМОТА
2960,907146,907146,F,2,FA,1,7/22/2019,66,0,2,3,НА_СХЕМУ,23,7/11/2022,11
2961,907146,907146,F,2,FA,1,7/22/2019,66,0,2,3,ЗДОРОВА,28,7/16/2022,ГИНЕКОЛ
2962,907146,907146,F,2,FA,1,7/22/2019,66,0,23,3,ПЕРЕВОД,31,7/19/2022,F023T004
2963,907146,907146,F,2,FA,1,7/22/2019,66,0,4,3,ПЕРЕВОД,38,7/26/2022,F004T003
2964,907146,907146,F,2,FA,1,7/22/2019,66,0,3,3,МАСТИТ,39,7/27/2022,КМ3_4
2965,907147,907147,F,1,FA,1,7/22/2019,0,0,1,1,РАСЧКОП,394,7/3/2022,РДК
2966,907147,907147,F,1,FA,1,7/22/2019,0,0,1,1,ПРОДАНА,404,7/13/2022,ПРОДАНА ; Причина 12 ; УВЗ12
2967,907150,907150,F,2,FA,1,7/22/2019,60,0,10,10,НА_СХЕМУ,68,7/2/2022,47
2968,907150,907150,F,2,FA,1,7/22/2019,60,33,10,10,ЯЛОВАЯ,91,7/25/2022,ЖТ
2969,907150,907150,F,2,FA,1,7/22/2019,60,33,10,10,НА_СХЕМУ,92,7/26/2022,2
2970,907150,907150,F,2,FA,1,7/22/2019,60,33,10,10,ОСЕМЕН,95,7/29/2022,1H15689
2971,907150,907150,F,2,FA,1,7/22/2019,60,33,10,10,НА_СХЕМУ,95,7/29/2022,9
